column,dataset,column_type,mutation_type,is_sensitive,sensitive_attr_analyzed,symptom_name,pre_symptom_value,post_symptom_value,symptom_difference,symptom_abs_difference,symptom_percent_change
day,bank.csv,numeric,increment_decrement_feature,False,age,Simpson Diversity,0.482321269404796,0.482321269404796,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Imbalance Ratio,0.0020161290322580645,0.0020161290322580645,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Kurtosis,3.621540292695505,3.621540292695505,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Skewness,0.8627796373814872,0.8627796373814872,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Mutual Information,0.027954320462247963,0.027954320462247963,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Normalized Mutual Information,0.0062463381666145665,0.0062463381666145665,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Kendall Tau,-0.010057572034778101,-0.010057572034778101,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Correlation Ratio,0.03490092789028282,0.03490092789028282,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,APD,0.028514215141943355,0.028514215141943355,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Statistical Parity,-0.028514215141943355,-0.028514215141943355,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Disparate Impact,0.9415976453393703,0.9415976453393703,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Unprivileged Unbalance,0.9702080633627568,0.9702080633627568,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Privileged Unbalance,1.0303849719304203,1.0303849719304203,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Unprivileged Pos Prob,0.4597232079488999,0.4597232079488999,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Privileged Pos Prob,0.4882374230908433,0.4882374230908433,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,age,Pos Probability Diff,-0.028514215141943355,-0.028514215141943355,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Gini Index,0.9373973717615263,0.9373973717615263,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Shannon Entropy,0.8658758172015324,0.8658758172015324,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Simpson Diversity,0.5551233701284716,0.5551233701284716,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Imbalance Ratio,0.027279812938425563,0.027279812938425563,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Mutual Information,0.017244258935380972,0.017244258935380972,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Normalized Mutual Information,0.006064665018241761,0.006064665018241761,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Correlation Ratio,0.18404249757217803,0.18404249757217803,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,APD,0.10136157997313158,0.10136157997313158,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Statistical Parity,-0.04000205597828879,-0.04000205597828879,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Disparate Impact,0.9711969625989436,0.9711969625989436,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Unprivileged Unbalance,0.9947972022255749,0.9947972022255749,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Privileged Unbalance,1.0792182551334326,1.0792182551334326,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Unprivileged Pos Prob,0.4713745209255569,0.4713745209255569,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Privileged Pos Prob,0.5113765769038456,0.5113765769038456,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,job,Pos Probability Diff,-0.04000205597828879,-0.04000205597828879,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Gini Index,0.8452532206293777,0.8452532206293777,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Shannon Entropy,0.8505815614990858,0.8505815614990858,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Simpson Diversity,0.6454810067503352,0.6454810067503352,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Imbalance Ratio,0.2035899858290033,0.2035899858290033,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Mutual Information,0.0049109166973012874,0.0049109166973012874,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Normalized Mutual Information,0.003019803442697571,0.003019803442697571,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Correlation Ratio,0.09908348866599889,0.09908348866599889,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,APD,0.06759425900733255,0.06759425900733255,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Statistical Parity,-0.005647812713372151,-0.005647812713372151,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Disparate Impact,1.0033709134047912,1.0033709134047912,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Unprivileged Unbalance,1.0139776578595059,1.0139776578595059,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Privileged Unbalance,1.0258969026140266,1.0258969026140266,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Unprivileged Pos Prob,0.48046298444892727,0.48046298444892727,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Privileged Pos Prob,0.4861107971622995,0.4861107971622995,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,marital,Pos Probability Diff,-0.005647812713372151,-0.005647812713372151,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Gini Index,0.8400651124283322,0.8400651124283322,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Shannon Entropy,0.8104704826805136,0.8104704826805136,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Simpson Diversity,0.5676864883552005,0.5676864883552005,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Imbalance Ratio,0.09075967859751644,0.09075967859751644,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Mutual Information,0.005513108700281752,0.005513108700281752,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Normalized Mutual Information,0.003036975779299862,0.003036975779299862,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Correlation Ratio,0.1048757977683352,0.1048757977683352,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,APD,0.06982227896175557,0.06982227896175557,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Statistical Parity,0.002239913761575965,0.002239913761575965,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Disparate Impact,1.0239890367503846,1.0239890367503846,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Unprivileged Unbalance,1.001644838777151,1.001644838777151,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Privileged Unbalance,0.9969176847959237,0.9969176847959237,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Unprivileged Pos Prob,0.4746192037531224,0.4746192037531224,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Privileged Pos Prob,0.4723792899915464,0.4723792899915464,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,education,Pos Probability Diff,0.002239913761575965,0.002239913761575965,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Gini Index,0.059298126103677795,0.059298126103677795,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Shannon Entropy,0.11266887363319979,0.11266887363319979,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Simpson Diversity,0.030554989873135874,0.030554989873135874,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Imbalance Ratio,0.015281062397671456,0.015281062397671456,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Mutual Information,0.0008530364574343974,0.0008530364574343974,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Normalized Mutual Information,0.0011080209297706822,0.0011080209297706822,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Correlation Ratio,0.040680087081149674,0.040680087081149674,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,APD,0.16682692724169895,0.16682692724169895,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Statistical Parity,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Disparate Impact,1.0943803106540926,1.0943803106540926,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Unprivileged Unbalance,0.829261834532177,0.829261834532177,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Privileged Unbalance,0.829261834532177,0.829261834532177,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Unprivileged Pos Prob,0.392937273144659,0.392937273144659,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Privileged Pos Prob,0.392937273144659,0.392937273144659,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,default,Pos Probability Diff,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Gini Index,0.9949721359471111,0.9949721359471111,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Shannon Entropy,0.9185000923317467,0.9185000923317467,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Simpson Diversity,0.049437165367836544,0.049437165367836544,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Imbalance Ratio,0.0012919896640826874,0.0012919896640826874,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Kurtosis,129.86130264291478,129.86130264291478,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Skewness,8.224619112755489,8.224619112755489,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Mutual Information,0.26903454281169414,0.26903454281169414,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Normalized Mutual Information,0.03255516794840519,0.03255516794840519,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Kendall Tau,0.12898680374909846,0.12898680374909846,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Correlation Ratio,0.08112858919103597,0.08112858919103597,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,APD,0.12564229379875685,0.12564229379875685,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Statistical Parity,-0.12564229379875685,-0.12564229379875685,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Disparate Impact,0.7658617915028171,0.7658617915028171,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Unprivileged Unbalance,0.8673261087415283,0.8673261087415283,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Privileged Unbalance,1.132483848083885,1.132483848083885,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Unprivileged Pos Prob,0.4109736417428725,0.4109736417428725,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Privileged Pos Prob,0.5366159355416293,0.5366159355416293,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,balance,Pos Probability Diff,-0.12564229379875685,-0.12564229379875685,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Gini Index,0.9971105281726556,0.9971105281726556,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Shannon Entropy,0.9979146817363527,0.9979146817363527,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Simpson Diversity,0.9942377063305299,0.9942377063305299,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Imbalance Ratio,0.8979765346029587,0.8979765346029587,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Mutual Information,0.020951783868995544,0.020951783868995544,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Normalized Mutual Information,0.015144266657779223,0.015144266657779223,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Correlation Ratio,0.20388774933788492,0.20388774933788492,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,APD,0.2039032942734943,0.2039032942734943,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Statistical Parity,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Disparate Impact,1.0994813816257216,1.0994813816257216,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Unprivileged Unbalance,0.9884342998143225,0.9884342998143225,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Privileged Unbalance,0.9884342998143225,0.9884342998143225,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Unprivileged Pos Prob,0.46835952443271384,0.46835952443271384,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Privileged Pos Prob,0.46835952443271384,0.46835952443271384,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,housing,Pos Probability Diff,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Gini Index,0.4547681919621249,0.4547681919621249,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Shannon Entropy,0.5596306590425784,0.5596306590425784,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Simpson Diversity,0.2943041876283834,0.2943041876283834,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Imbalance Ratio,0.1504844361987219,0.1504844361987219,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Mutual Information,0.006243974014522216,0.006243974014522216,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Normalized Mutual Information,0.005783148144627688,0.005783148144627688,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Correlation Ratio,0.11057998365404784,0.11057998365404784,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,APD,0.16375186022935528,0.16375186022935528,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Statistical Parity,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Disparate Impact,1.0816615955877393,1.0816615955877393,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Unprivileged Unbalance,0.872410395915074,0.872410395915074,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Privileged Unbalance,0.872410395915074,0.872410395915074,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Unprivileged Pos Prob,0.41338277942974616,0.41338277942974616,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Privileged Pos Prob,0.41338277942974616,0.41338277942974616,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,loan,Pos Probability Diff,0.0,0.0,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Gini Index,0.6478880641729862,0.6478880641729862,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Shannon Entropy,0.6818508416996136,0.6818508416996136,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Simpson Diversity,0.3801660538554603,0.3801660538554603,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Imbalance Ratio,0.09624471524496393,0.09624471524496393,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Mutual Information,0.034721541074846235,0.034721541074846235,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Normalized Mutual Information,0.02409766315528743,0.02409766315528743,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Correlation Ratio,0.2569037238879407,0.2569037238879407,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,APD,0.19819088819824052,0.19819088819824052,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Statistical Parity,0.011074125837569282,0.011074125837569282,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Disparate Impact,1.2893860955034757,1.2893860955034757,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Unprivileged Unbalance,0.9189375678656789,0.9189375678656789,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Privileged Unbalance,0.895566535043038,0.895566535043038,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Unprivileged Pos Prob,0.43542920591664364,0.43542920591664364,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Privileged Pos Prob,0.42435508007907435,0.42435508007907435,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,contact,Pos Probability Diff,0.011074125837569282,0.011074125837569282,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,day,Gini Index,0.9963938663875909,0.99493141443322,-0.0014624519543708914,0.0014624519543708914,-0.14677448383669667
day,bank.csv,numeric,increment_decrement_feature,False,day,Shannon Entropy,0.9823379940305342,0.9695763584879585,-0.0127616355425757,0.0127616355425757,-1.2991084148353755
day,bank.csv,numeric,increment_decrement_feature,False,day,Simpson Diversity,0.899123122928939,0.8560797788743482,-0.04304334405459087,0.04304334405459087,-4.787258046970809
day,bank.csv,numeric,increment_decrement_feature,False,day,Imbalance Ratio,0.21403508771929824,0.009208103130755065,-0.20482698458854318,0.20482698458854318,-95.69785345530296
day,bank.csv,numeric,increment_decrement_feature,False,day,Kurtosis,1.9386759146547534,1.9460308627272729,0.007354948072519463,0.007354948072519463,0.37937996840638827
day,bank.csv,numeric,increment_decrement_feature,False,day,Skewness,0.11132993503689252,0.11283241470674422,0.001502479669851703,0.001502479669851703,1.3495738314711232
day,bank.csv,numeric,increment_decrement_feature,False,day,Mutual Information,0.01658588176209457,0.013916329533612517,-0.002669552228482055,0.002669552228482055,-16.09532894767801
day,bank.csv,numeric,increment_decrement_feature,False,day,Normalized Mutual Information,0.0040800533464915864,0.0034092699832868234,-0.000670783363204763,0.000670783363204763,-16.440553743778022
day,bank.csv,numeric,increment_decrement_feature,False,day,Kendall Tau,-0.04846363853284072,-0.0476994856732031,0.0007641528596376221,0.0007641528596376221,-1.5767550327856716
day,bank.csv,numeric,increment_decrement_feature,False,day,Correlation Ratio,-0.05632583922269383,-0.05545806885923683,0.0008677703634570044,0.0008677703634570044,-1.5406257153597411
day,bank.csv,numeric,increment_decrement_feature,False,day,APD,0.0611873340697246,0.05738174741137181,-0.0038055866583527886,0.0038055866583527886,-6.219566052700092
day,bank.csv,numeric,increment_decrement_feature,False,day,Statistical Parity,-0.0611873340697246,-0.05738174741137181,0.0038055866583527886,0.0038055866583527886,-6.219566052700092
day,bank.csv,numeric,increment_decrement_feature,False,day,Disparate Impact,0.8792663714716162,0.8862658724018115,0.0069995009301953015,0.0069995009301953015,0.7960614845851924
day,bank.csv,numeric,increment_decrement_feature,False,day,Unprivileged Unbalance,0.9404207278390845,0.9436597817532134,0.003239053914128931,0.003239053914128931,0.34442604445477154
day,bank.csv,numeric,increment_decrement_feature,False,day,Privileged Unbalance,1.0695515697536746,1.0647592456605177,-0.004792324093156886,0.004792324093156886,-0.4480685390663858
day,bank.csv,numeric,increment_decrement_feature,False,day,Unprivileged Pos Prob,0.44560878243512975,0.4471435751382141,0.0015347927030843755,0.0015347927030843755,0.34442604445476915
day,bank.csv,numeric,increment_decrement_feature,False,day,Privileged Pos Prob,0.5067961165048543,0.5045253225495859,-0.002270793955268413,0.002270793955268413,-0.4480685390663727
day,bank.csv,numeric,increment_decrement_feature,False,day,Pos Probability Diff,-0.0611873340697246,-0.05738174741137181,0.0038055866583527886,0.0038055866583527886,-6.219566052700092
day,bank.csv,numeric,increment_decrement_feature,False,month,Gini Index,0.943167699536585,0.943167699536585,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Shannon Entropy,0.8837322623026963,0.8837322623026963,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Simpson Diversity,0.5803554260803172,0.5803554260803172,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Imbalance Ratio,0.03895184135977337,0.03895184135977337,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Mutual Information,0.05011362821221563,0.05011362821221563,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Normalized Mutual Information,0.017353746269988233,0.017353746269988233,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Correlation Ratio,0.3062355171617707,0.3062355171617707,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,APD,0.1931596392504825,0.1931596392504825,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Statistical Parity,-0.12095463694592401,-0.12095463694592401,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Disparate Impact,0.9046176270184992,0.9046176270184992,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Unprivileged Unbalance,1.0021728473813336,1.0021728473813336,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Privileged Unbalance,1.2574376720344633,1.2574376720344633,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Unprivileged Pos Prob,0.4748693952517356,0.4748693952517356,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Privileged Pos Prob,0.5958240321976597,0.5958240321976597,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,month,Pos Probability Diff,-0.12095463694592401,-0.12095463694592401,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Gini Index,0.9991828314715477,0.9991828314715477,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Shannon Entropy,0.9316627480736431,0.9316627480736431,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Simpson Diversity,0.461282058390036,0.461282058390036,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Imbalance Ratio,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Kurtosis,10.301282455059646,10.301282455059646,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Skewness,2.1436945699937207,2.1436945699937207,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Mutual Information,0.21977375876809307,0.21977375876809307,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Normalized Mutual Information,0.02946264271858438,0.02946264271858438,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Kendall Tau,0.43127457974341843,0.43127457974341843,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Correlation Ratio,0.45191936084258455,0.45191936084258455,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,APD,0.43584970597942435,0.43584970597942435,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Statistical Parity,-0.43584970597942435,-0.43584970597942435,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Disparate Impact,0.3696248754398494,0.3696248754398494,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Unprivileged Unbalance,0.5393458392087386,0.5393458392087386,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Privileged Unbalance,1.4591708379121482,1.4591708379121482,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Unprivileged Pos Prob,0.2555635319454415,0.2555635319454415,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Privileged Pos Prob,0.6914132379248659,0.6914132379248659,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,duration,Pos Probability Diff,-0.43584970597942435,-0.43584970597942435,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Gini Index,0.7413574005728043,0.7413574005728043,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Shannon Entropy,0.4593267392432134,0.4593267392432134,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Simpson Diversity,0.0737486262908694,0.0737486262908694,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Imbalance Ratio,0.00020842017507294707,0.00020842017507294707,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Kurtosis,60.38977075478417,60.38977075478417,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Skewness,5.545578439825206,5.545578439825206,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Mutual Information,0.011786083687927476,0.011786083687927476,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Normalized Mutual Information,0.005041562489451001,0.005041562489451001,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Kendall Tau,-0.11547653758829719,-0.11547653758829719,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Correlation Ratio,-0.12808084612486773,-0.12808084612486773,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,APD,0.10510284900292366,0.10510284900292366,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Statistical Parity,-0.10510284900292366,-0.10510284900292366,0.0,0.0,-0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Disparate Impact,0.8030911872252918,0.8030911872252918,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Unprivileged Unbalance,0.9046542882367125,0.9046542882367125,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Privileged Unbalance,1.1264652166864448,1.1264652166864448,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Unprivileged Pos Prob,0.4286612193588938,0.4286612193588938,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Privileged Pos Prob,0.5337640683618174,0.5337640683618174,0.0,0.0,0.0
day,bank.csv,numeric,increment_decrement_feature,False,campaign,Pos Probability Diff,-0.10510284900292366,-0.10510284900292366,0.0,0.0,-0.0
